DEPARTAMEN;DISTRITO;ZONA;DIRECCION;CODIGO_UE;UNIDAD_EDU
COCHABAMBA;MIZQUE;TIN TIN;TIN TIN;80860113;WAWA WASI DE TIN TIN
COCHABAMBA;MIZQUE;TABACAL;TABACAL;80860114;WAWA WASI DE TABACAL
COCHABAMBA;MIZQUE;MOLINERO;CONCHA LOMA;80860115;WAWA WASI DE CONCHA LOMA
COCHABAMBA;MIZQUE;SUNCH'U LOMA;SUNCHU LOMA;80860116;WAWA WASI DE SUNCH'U LOMA
COCHABAMBA;MIZQUE;UCHAMA BAJA A;UCHAMA BAJA A;80860117;WAWA WASI DE UCHAMA BAJA A
COCHABAMBA;MIZQUE;SILLAR;SILLAR;80860118;WAWA WASI DE SILLAR
COCHABAMBA;MIZQUE;MOLINERO;RAQAY PAMPA;80860119;WAWA WASI DE RAQAY PAMPA
COCHABAMBA;MIZQUE;UCHAMA BAJA B;UCHAMA BAJA B;80860120;WAWA WASI DE UCHAMA BAJA B
COCHABAMBA;MIZQUE;SALTO PAMPA;SALTO PAMPA;80860121;WAWA WASI DE SALTO PAMPA
COCHABAMBA;MIZQUE;HUANO K'ASA;HUANO KASA;80860122;WAWA WASI DE HUANO K'ASA
COCHABAMBA;MIZQUE;ICHUKATA;ICHUKATA;80860123;WAWA WASI DE ICHUKATA
COCHABAMBA;MIZQUE;TABLA MAYU;TABLA MAYU;80860124;WAWA WASI DE TABLA MAYU
COCHABAMBA;MIZQUE;TIPA PAMPA;TIPA PAMPA;80860125;WAWA WASI DE TIPA PAMPA
COCHABAMBA;MIZQUE;PATA WASI;PATA WASI;80860126;WAWA WASI DE PATA WASI
COCHABAMBA;MIZQUE;SAN VICENTE;SAN VICENTE;80860127;WAWA WASI DE SAN VICENTE
COCHABAMBA;MIZQUE;MULLI PUCARA;MULLI PUCARA;80860128;WAWA WASI DE MULLI PUCARA
COCHABAMBA;MIZQUE;MIZQUE PAMPA;MIZQUE PAMPA;80860129;WAWA WASI DE MIZQUE PAMPA
COCHABAMBA;MIZQUE;SUNCH'U K'ASA;SUNCHU KASA;80860130;WAWA WASI DE SUNCH'U K'ASA
COCHABAMBA;MIZQUE;SAUCES;SAUCES;80860131;WAWA WASI DE SAUCES
COCHABAMBA;MIZQUE;TUJMA ALTA;TUJMA ALTA;80860132;WAWA WASI DE TUJMA ALTA
COCHABAMBA;MIZQUE;MINA ASIENTOS;MINA ASIENTOS;80860133;WAWA WASI DE MINA ASIENTOS
COCHABAMBA;MIZQUE;TIPA TIPA B;VILLA ESPERANZA TIPA TIPA;80860134;WAWA WASI DE TIPA TIPA B
COCHABAMBA;MIZQUE;PUCARA K'ASA;PUCARA KASA;80860135;WAWA WASI DE PUCARA K'ASA
COCHABAMBA;MIZQUE;KANKANA PAMPA;KANKANA PAMPA;80860136;WAWA WASI KANKANA PAMPA
COCHABAMBA;MIZQUE;UCHAMA ALTA;UCHAMA ALTA;80860137;WAWA WASI DE UCHAMA ALTA
COCHABAMBA;MIZQUE;ACHUMANI;ACHUMANI;80860138;WAWA WASI DE ACHUMANI
COCHABAMBA;MIZQUE;KURI ALTO;KURI ALTO;80860139;WAWA WASI KURI ALTO
COCHABAMBA;MIZQUE;CALLEJAS BAJA;CALLEJAS BAJA;80860140;WAWA WASI DE CALLEJAS BAJA
COCHABAMBA;MIZQUE;TAJRAS;TAJRAS;80860150;WAWA WASI DE TAJRAS
COCHABAMBA;MIZQUE;THAQU THAQU ALTO;THAQU THAQU ALTO;80860142;WAWA WASI DE THAQU THAQU ALTO
COCHABAMBA;MIZQUE;MONTESILLOS;MONTESILLOS;80860143;WAWA WASI DE MONTESILLOS
COCHABAMBA;MIZQUE;THAQU THAQU BAJO;THAQU THAQU BAJO;80860144;WAWA WASI DE THAQU THAQU BAJO
COCHABAMBA;MIZQUE;CALLEJAS ALTA;CALLEJAS ALTA;80860145;WAWA WASI DE CALLEJAS ALTA
COCHABAMBA;MIZQUE;POLIGONO;POLIGONO;80860146;WAWA WASI DE POLIGONO
COCHABAMBA;MIZQUE;MIZQUE;VILLA MODERNA;80860147;WAWA WASI DE VILLA MODERNA
COCHABAMBA;MIZQUE;MOLLE PUNKU;PUNKU;80860148;WAWA WASI DE MOLLE PUNKU
COCHABAMBA;MIZQUE;CHURO;CHURO;80860149;WAWA WASI DE CHURO
COCHABAMBA;TOTORA;SUD;SAUCES RIO;80870036;SAUCES RIO
COCHABAMBA;TOTORA;COMUNIDAD;TEJA HUASI;80870054;TEJA HUASI
COCHABAMBA;TOTORA;SUD;THICA PAMPA;80870055;THIKA PAMPA
COCHABAMBA;TOTORA;SUD;PABELLON;80870062;PABELLON
COCHABAMBA;TOTORA;GUANAY;GUANAY;80870075;11 DE ABRIL DE GUANAY
COCHABAMBA;TOTORA;AREPUCHO;CMD. AREPUCHO;80870076;MAXIMO SAAVEDRA DE AREPUCHO
COCHABAMBA;TOTORA;TOTORA;AV. SORIANO;80870082;TOTORA
COCHABAMBA;TAPACARI;AJURI;AJURI;80880002;SIMON BOLIVAR
COCHABAMBA;TAPACARI;ASTAPAYA;ASTAPAYA;80880003;ASTAPAYA
COCHABAMBA;TAPACARI;CHOJLLARA;CHOJLLARA;80880013;CHOJLLARA
COCHABAMBA;TAPACARI;CAÑAHUIPALCA;CMD. CAÑAHUIPALCA;80880019;CAÑAHUIPALCA
COCHABAMBA;TAPACARI;RAMADAS;CHULLPA QASA;80880025;JOSE PEÑARRIETA DE CHULLPA QASA
COCHABAMBA;TAPACARI;CHALLA;CMD. CHULLPANI;80880026;CHULLPANI
COCHABAMBA;TAPACARI;MACHACAMARCA;CMD. DE MACHACAMARCA;80880033;FERMIN QUISPE DE MACHACAMARCA
COCHABAMBA;TAPACARI;ÑUÑUMAYANI;COMUNIDAD NUÑUMAYANI;80880034;ÑUÑUMAYANI VILLA PEREIRA
COCHABAMBA;TAPACARI;LEQUE;COMUNIDAD VILLA PEREIRA;80880036;VILLA PEREIRA
COCHABAMBA;TAPACARI;CORRALPAMPA;CORRALPAMPA;80880042;CORRAL PAMPA
COCHABAMBA;TAPACARI;VALENTIA;VALENTIA;80880047;VALENTIA
COCHABAMBA;TAPACARI;WAYLLAS;COMUNIDAD DE HUAYLLAS;80880048;HUAYLLAS
COCHABAMBA;TAPACARI;IRPUMA;COMUNIDAD IRPUMA;80880055;IRPUMA
COCHABAMBA;TAPACARI;JIPHIÑUMA;JIPHIÑUMA;80880059;TUNARI DE JIPIÑUMA
COCHABAMBA;TAPACARI;KHOCHIPAMPA;KHOCHIPAMPA;80880065;KHOCHIPAMPA
COCHABAMBA;TAPACARI;LAMBRAMANI;LAMBRAMANI;80880071;LAMBRAMANI
COCHABAMBA;TAPACARI;MUJLLI;MUJLLI;80880076;MUJLLI
COCHABAMBA;TAPACARI;ÑUÑUMAYANI;A 12 Km DE LA CARRETERA TRONCAL ORURO;80880077;ÑUÑUMAYANI TITAQALLU
COCHABAMBA;TAPACARI;OVEJUYO;COMUNIDAD DE OVEJUYO;80880078;SAN HILARION DE OVEJUYO
COCHABAMBA;TAPACARI;PATA RANCHO;PATA RANCHO;80880084;NUEVA JERUSALEN DE PATA RANCHO
COCHABAMBA;TAPACARI;TAPACARI;PATAPATANI;80880085;PATAPATANI
COCHABAMBA;TAPACARI;RUMI CORRAL;RUMI CORRAL;80880087;RUMI CORRAL
COCHABAMBA;TAPACARI;SUNCHUPAMPA;SUNCHUPAMPA;80880088;SUNCHUPAMPA
COCHABAMBA;TAPACARI;TAJLLU;TAJLLU;80880089;SAN ANTONIO DE TAJLLU
COCHABAMBA;TAPACARI;THIRATA;THIRATA;80880093;THIRATA
COCHABAMBA;TAPACARI;TOLAMARCA;TOLAMARCA;80880094;24 DE SEPTIEMBRE DE TOLAMARCA
COCHABAMBA;TAPACARI;VILLA CHORO;VILLA CHORO;80880102;VILLA CHORO
COCHABAMBA;TAPACARI;KARALAHUANI;KARALAHUANI;80880062;KARALAHUANI
COCHABAMBA;TAPACARI;PALLALLI;PALLALLI;80880080;PALLALLI
COCHABAMBA;TAPACARI;RAMADAS;COLLPA;80880039;COLLPA
COCHABAMBA;TAPACARI;PALCOMA;PALCOMA;80880125;WAWA WASI DE PALCOMA
COCHABAMBA;TAPACARI;TALLIJA;TALLIJA;80880127;WAWA WASI DE TALLIJA
COCHABAMBA;TAPACARI;CHALLA GRANDE B;CHALLA GRANDE B;80880128;WAWA UTA DE CHALLA GRANDE B
COCHABAMBA;TAPACARI;CHILLCA GRANDE B;CHILLCA GRANDE B;80880132;WAWA WASI DE CHILLCA GRANDE B
COCHABAMBA;TAPACARI;WANO WARA;WANO WARA;80880134;WAWA WASI DE WANO WARA
COCHABAMBA;TAPACARI;ESTRONI;ESTRONI;80880135;WAWA UTA DE ESTRONI
COCHABAMBA;TAPACARI;CHILLCA CHICO;CHILLCA CHICO;80880136;WAWA WASI DE CHILLCA CHICO
COCHABAMBA;TAPACARI;MUJLLI;MUJLLI;80880137;WAWA UTA DE MUJLLY
COCHABAMBA;TAPACARI;JACHAPAMPA;JACHAPAMPA;80880139;WAWA WASI DE JACHAPAMPA
COCHABAMBA;TAPACARI;PASTO GRANDE;PASTO GRANDE;80880141;WAWA WASI DE PASTO GRANDE
COCHABAMBA;TAPACARI;JAPO A;JAPO A;80880144;WAWA WASI DE JAPO KHASA A
COCHABAMBA;TAPACARI;VILLA PEREIRA;VILLA PEREIRA;80880145;WAWA WASI DE VILLA PEREIRA
COCHABAMBA;TAPACARI;CHIVIMARCA;CHIVIMARCA;80880146;WAWA WASI DE CHIWIMARCA
COCHABAMBA;TAPACARI;HUANCAPAMPA;HUANCAPAMPA;80880147;WAWA WASI DE HUANCAPAMPA
COCHABAMBA;TAPACARI;MACHACAMARQUITA;MACHACAMARQUITA;80880148;WAWA WASI MACHACAMARQUITA
COCHABAMBA;TAPACARI;JAPO KHASA;HUAYLLATAMBO;80880151;WAWA WASI DE JAPO KHASA
COCHABAMBA;TAPACARI;CHULLPANI;CHULLPANI;80880152;WAWA WASI DE CHULLPANI
COCHABAMBA;TAPACARI;THAYALACA;THAYALACA;80880153;WAWA WASI DE THAYALACA
COCHABAMBA;TAPACARI;T'AQLLU;T'AQLLU;80880154;WAWA UTA DE TAJLLO
COCHABAMBA;TAPACARI;AJURI;AJURI;80880155;WAWA WASI DE AJURI
COCHABAMBA;TAPACARI;TUMUYO;AMAPOLANI TUMUYO;80880156;WAWA WASI DE TUMUYO
COCHABAMBA;TAPACARI;YARVICOYA;YARVICOYA;80880157;WAWA WASI DE YARVICOYA
COCHABAMBA;TAPACARI;WAYKAMPARA;WAYKAMPARA;80880158;WAWA WASI DE WAYKAMPARA
COCHABAMBA;TAPACARI;CONDORIRI;CONDORIRI;80880159;WAWA WASI DE CONDORIRI
COCHABAMBA;TAPACARI;WITIPIÑA;WITIPIÑA;80880160;WAWA UTA DE WITIPIÑA
COCHABAMBA;TAPACARI;WAKALLAVINI;WAKALLAVINI;80880161;WAWA WASI DE WAKALLAVINI
COCHABAMBA;TAPACARI;LAQUERAYA;LAQUERAYA;80880162;WAWA WASI LAQUERAYA
COCHABAMBA;TAPACARI;CHAUPI RANCHO;CHAUPI RANCHO;80880164;WAWA UTA DE CHALLA
COCHABAMBA;TAPACARI;HUAYLLAS;HUAYLLAS;80880165;WAWA WASI DE HUAYLLAS
COCHABAMBA;TAPACARI;AZAHUANI;AZAHUANI;80880166;WAWA UTA DE AZAHUANI
COCHABAMBA;TAPACARI;ALTO LEQUE;ALTO LEQUE;80880167;WAWA WASI LEQUE
COCHABAMBA;TAPACARI;CHULLPA QASA;CHULLPA QASA;80880168;WAWA WASI DE QASA
COCHABAMBA;TAPACARI;AMARU;AMARU;80880169;WAWA WASI DE AMARU
COCHABAMBA;TAPACARI;YAURI TOTORA;YAURI TOTORA;80880170;WAWA WASI DE YAURI TOTORA
COCHABAMBA;TAPACARI;CHALLA GRANDE;COMUNIDAD KARPANI;80880172;KARPANI
COCHABAMBA;TAPACARI;TAPACARI;TAPACARI;80880174;MUSUJ MUJU KAWSANAPAJ
COCHABAMBA;TAPACARI;COMUNIDAD CHIVIMARCA;CHIVIMARCA;80880175;LA PROVIDENCIA
COCHABAMBA;SACABA;CHIÑATA;CMD. CHOQUE CHAMPI;80890027;CHOQUE CHAMPI
COCHABAMBA;SACABA;SAN ISIDRO;SAN ISIDRO A 35 KM. DE LA CAPITAL CARRETERA COCHABAMBA;80890045;SAN ISIDRO
COCHABAMBA;SACABA;MAICA MAYU;CMD. MAICA MAYU;80890051;21 DE SEPTIEMBRE
COCHABAMBA;SACABA;MIRAFLORES;AVDA CIRCUMVALACION Nº 1244 ZONA SAN PEDRO SACABA;80890115;INSTITUTO DOMINGO SAVIO
COCHABAMBA;SACABA;SACABA;PLAZA 6 DE AGOSTO PARROQUIA SACABA;80890118;TERESA DE CALCUTA
COCHABAMBA;SACABA;EL ABRA URBANIZACION TUSCAPUJYO BAJO;AV VILLAZON KM5/3KM AL SUD (ZONA EL ABRA);80890119;SIMON RODRIGUEZ
COCHABAMBA;QUILLACOLLO;APOTE;DE QUILLACOLLO A 17 KM. ENTRE EL PASO Y TIQUIPAYA;80900001;MARIA AUXILIADORA
COCHABAMBA;QUILLACOLLO;PIÑAMI NORTE;AV. BLANCO GALINDO KM. 10 Y MEDIO;80900006;FELIX MARTINEZ MAÑANA
COCHABAMBA;QUILLACOLLO;IQUIRCOLLO;KM 12 Y 1/2 AV. BLANCO GALINDO Y AV. COCHABAMBA A 150 MTS. RIO WAYCULI;80900003;MILIVOY ETEROVIC MATENDA
COCHABAMBA;QUILLACOLLO;OESTE;CALLE 1RO. DE MAYO ESQUINA 21 DE SEPTIEMBRE(AVENIDA ALBINA PATIÑO);80900013;1RO. DE MAYO
COCHABAMBA;QUILLACOLLO;VILLA MODERNA;AV. CONSTANTINO MORALES Nro 13;80900068;CALAMA
COCHABAMBA;QUILLACOLLO;BELLA VISTA;BELLA VISTA 7 KM DE QUILLACOLLO CAMINO A MOROCHATA;80900011;BELLA VISTA MAÑANA
COCHABAMBA;QUILLACOLLO;NORTE;CALLE 23 DE MARZO Y LUIS URIA;80900015;FLORA SALINAS HINOJOSA
COCHABAMBA;QUILLACOLLO;SUD ESTE;CALLE AYACUCHO ENTRE PACHECO Y GRAL. CAMACHO S/N;80900016;HEROINAS
COCHABAMBA;QUILLACOLLO;VILLA MODERNA;23 DE MARZO S/N Y CARMELA CERRUTO;80900018;CRISTINA PRADO
COCHABAMBA;QUILLACOLLO;VILLA MODERNA;WALDO BALLIVIAN ESQUINA RAFAEL PABON;80900020;VILLA MODERNA MAÑANA
COCHABAMBA;QUILLACOLLO;CENTRAL;AYACUCHO ESQUINA GENERAL CAMACHO;80900022;SUCRE
COCHABAMBA;QUILLACOLLO;BARRIO MANACO;CALLE 12 DE ENERO;80900023;12 DE ENERO A
COCHABAMBA;QUILLACOLLO;CENTRAL;CALLE 6 DE AGOSTO Y CLEOMEDES BLANCO;80900026;DARIO MONTAÑO
COCHABAMBA;QUILLACOLLO;CHILLAVI;DE MISICUNI AL NOROESTE 15 KM.;80900029;CHILLAVI
COCHABAMBA;QUILLACOLLO;CHOCAYA;CHOCAYA;80900030;CHOCAYA
COCHABAMBA;QUILLACOLLO;CHOJÑACOLLO;CALLE FINAL ANTOFAGASTA;80900031;ARTURO QUITON CABALLERO
COCHABAMBA;QUILLACOLLO;CENTRAL;CLEOMEDES BLANCO Y ATACAMA;80900033;JUAN GUERRA VILLANUEVA
COCHABAMBA;QUILLACOLLO;COTAPACHI.;VILLA MILITAR COTAPACHI;80900037;MCAL. JOSE BALLIVIAN
COCHABAMBA;QUILLACOLLO;EL PASO;EL PASO;80900038;EL PASO
COCHABAMBA;QUILLACOLLO;SANTO DOMINGO;GENERAL CAMACHO FINAL SUD;80900040;12 DE SEPTIEMBRE
COCHABAMBA;QUILLACOLLO;CENTRAL;GENERAL PANDO PACHECO Y BALLIVIAN;80900041;QUILLACOLLO
COCHABAMBA;QUILLACOLLO;ILLATACO;5 KM. DE QUILLACOLLO AL NORTE;80900044;GRAL. JOSE MIGUEL LANZA
COCHABAMBA;QUILLACOLLO;IRONCOLLO;5 KM. DE QUILLACOLLO ZONA NORTE;80900045;IRONCOLLO
COCHABAMBA;QUILLACOLLO;ILLATACO;UBICADO A 3 KM. DE QUILLACOLLO CALLE BENI S/N;80900047;MARTIN CARDENAS
COCHABAMBA;QUILLACOLLO;LIRIUNI;AL FRENTE DE TAMBO A 17 KM. DE QUILLACOLLO;80900048;LIRIUNI
COCHABAMBA;QUILLACOLLO;MOLLE MOLLE;MOLLE MOLLE AL NORTE DEL PASO A 3 KM.;80900051;MOLLE MOLLE
COCHABAMBA;QUILLACOLLO;MONTECUEVA;DE MISICUNI AL OESTE 24 KM.;80900053;MONTECUEVA
COCHABAMBA;QUILLACOLLO;PANDOJA;PANDOJA;80900054;OSCAR ALFARO
COCHABAMBA;QUILLACOLLO;PUTUCUNI;DE MISICUNI A 18 Km. SUR ESTE;80900058;PUTUCUNI
COCHABAMBA;QUILLACOLLO;PAUCARPATA;4 KM. DE QUILLACOLLO AL NORTE;80900055;PAUCARPATA
COCHABAMBA;QUILLACOLLO;POCPOCOLLO;12 KM. DE LA CIUDAD DE COCHABAMBA CARRETERA AL PASO;80900056;POCPOCOLLO
COCHABAMBA;QUILLACOLLO;POTRERO;COMUNIDAD DE POTRERO A 10 KM. DE QUILLACOLLO CAMINO A MOROCHATA Y A 3 KM DE BELLA VISTA;80900057;POTRERO
COCHABAMBA;QUILLACOLLO;MISICUNI;DE QUILLACOLLO AL NORTE A 85 KM. APROXIMADAMENTE;80900059;RENE BARRIENTOS ORTUÑO
COCHABAMBA;QUILLACOLLO;SAN MIGUEL;A 40 KM. DE QUILLACOLLO CAMINO A MOROCHATA;80900060;SAN MIGUEL
COCHABAMBA;QUILLACOLLO;SUNJANI;DE MIISICUNI AL SUD 10 KM.;80900061;SUNJANI
COCHABAMBA;QUILLACOLLO;TACATA;TACATA;80900062;SAN IGNACIO DE LOYOLA
COCHABAMBA;QUILLACOLLO;CHOSÑOCOLLO;ZONA TACONI;80900063;TACONI
COCHABAMBA;QUILLACOLLO;TAMBO;TAMBO;80900064;TAMBO
COCHABAMBA;QUILLACOLLO;UYUNI;DE MISICUNI AL SUD ESTE 5 KM.;80900065;UYUNI
COCHABAMBA;QUILLACOLLO;VILLA URKUPIÑA;FINAL SUD AV. MARTIN CARDENAS CALVARIO;80900066;VILLA URKUPIÑA
COCHABAMBA;QUILLACOLLO;COTAPACHI;COTAPACHI ZONA SUD;80900072;COTAPACHI
COCHABAMBA;QUILLACOLLO;MARQUINA;MARQUINA A 6 KM. DE QUILLACOLLO CAMINO A MOROCHATA;80900050;MARQUINA
COCHABAMBA;QUILLACOLLO;IQUIRCOLLO;KM. 11 AV. BLANCO GALINDO NORTE URB. VILLA MARIA BARRIO AASANA;80900002;21 DE SEPTIEMBRE
COCHABAMBA;QUILLACOLLO;QUILLACOLLO;GENERAL CAMACHO FINAL SUD;80900074;ARNOLDO SCHWIMMER
COCHABAMBA;QUILLACOLLO;CENTRAL;GENERAL PANDO 0339 ENTRE SANTA CRUZ Y BENY;80900078;QUILLACOLLO P
COCHABAMBA;QUILLACOLLO;BARRIO MANACO;BARRIO MANACO CALLE 12 DE ENERO Nro 125;80900079;THOMAS BATA
COCHABAMBA;QUILLACOLLO;CENTRAL;NATANIEL AGUIRRE Nro 123 ENTRE PACHECO Y GRAL. CAMACHO;80900080;SAN AGUSTIN DE QUILLACOLLO
COCHABAMBA;QUILLACOLLO;IQUIRCOLLO SUD;AV. BLANCO GALINDO KM. 10;80900081;CARACHIPAMPA CHRISTIAN SCHOOL
COCHABAMBA;QUILLACOLLO;VILLA MODERNA;CARMELA SERRUTO ENTRE WALDO BALLIVIAN Y SANTA CRUZ Nº 210;80900082;BAUTISTA AMERICANO
COCHABAMBA;QUILLACOLLO;BARRIO MANACO;BARRIO MANACO 5TA. FILA;80900084;SAN RAFAEL
COCHABAMBA;QUILLACOLLO;CENTRAL;GENERAL CAMACHO 240 ENTRE COCHABAMBA Y NATANIEL AG;80900085;SAINT ANDREW'S
COCHABAMBA;QUILLACOLLO;NORTE;MEJILLONES S/N ENTRE CALAMA Y 20 DE OCTUBRE;80900086;WASHINGTON SCHOOL
COCHABAMBA;QUILLACOLLO;VILLA MODERNA;AV. SUAREZ MIRANDA Nro 515;80900087;FRANZ TAMAYO
COCHABAMBA;QUILLACOLLO;CENTRAL;BALLIVIAN 22 ENTRE COCHABAMBA Y 14 DE SEPTIEMBRE;80900088;SAN MARTIN DE PORRES
COCHABAMBA;QUILLACOLLO;CENTRAL;AVENIDA RICARDO SORUCO Nº 365;80900092;NUCLEAR URKUPIÑA
COCHABAMBA;QUILLACOLLO;AGUADAS;DE MISICUNI AL SUDESTE 10 KM.;80900090;SIMON BOLIVAR AGUADAS
COCHABAMBA;QUILLACOLLO;CHULLA;FINAL MATENDA CALLE SAN ISIDRO ILLATACU;80900091;CHULLA
COCHABAMBA;QUILLACOLLO;PIÑAMI;AV. BLANCO GALINDO KM. 10 1/2 PIÑAMI;80900093;NIÑO JESUS
COCHABAMBA;QUILLACOLLO;PIÑAMI;ANTIGUO CAMINO A QUILLACOLLO LADO FABRICA JEIS;80900094;DELIA TETREAULT
COCHABAMBA;QUILLACOLLO;PIÑAMI CHICO;KM. 11 CASI FINAL OQUENDO;80900095;COREA BOLIVIA SAYARIY
COCHABAMBA;QUILLACOLLO;IQUIRCOLLO;AVENIDA BLANCO GALINDO ENTRE RIO WAYCULI Y PASAJE S/N;80900007;FRANKLIN ANAYA ARZE
COCHABAMBA;QUILLACOLLO;CANDELARIA;CAMINO A MOLLE MOLLE;80900098;SANTIAGO APOSTOL
COCHABAMBA;QUILLACOLLO;CENTRAL;CALLE PACHECO ENTRE 14 DE SEPTIEMBRE Y CLEOMEDES BLANCO Nº 0436;80900099;LA COLMENITA
COCHABAMBA;QUILLACOLLO;BARRIO TUNARI;BARRIO TUNARI CAMINO TUPUYAN;80900101;TUNARI
COCHABAMBA;QUILLACOLLO;TACATA NORTE;CALLE 1 BARRIO 12 DE ENERO;80900102;NUESTRA SEÑORA DE GUADALUPE
COCHABAMBA;QUILLACOLLO;SAPENCO;CALLE AVAROA S/N;80900104;EL RINCONCITO DE FRED
COCHABAMBA;QUILLACOLLO;VILLA ASUNCION;FINAL CALIXTO PEÑALOZA;80900105;VILLA ASUNCION
COCHABAMBA;QUILLACOLLO;EL PASO;AV. ELIAS MENESES;80900108;TECNOLOGIGO INDUSTRIAL BOLIVIANO CANADIENSE EL PA
COCHABAMBA;QUILLACOLLO;NORTE;DOCTOR JOSE ANTONIO RICO TORO Y LITORAL;80900109;TEOFILO VARGAS CANDIA B
COCHABAMBA;QUILLACOLLO;CENTRAL;CALLE CLEOMEDES BLANCO Nº 238;80900110;COMUNIDAD DEI BAMBINI CRESCENDO
COCHABAMBA;QUILLACOLLO;MARQUINA;MARQUINA CAMINO DEL TUPUYAN S/N;80900111;AMOR MISERICORDIOSO
COCHABAMBA;CLIZA;;SANTA LUCIA;80910013;SANTA LUCIA
COCHABAMBA;CLIZA;CENTRAL;CALLE 6 DE AGOSTO Nro 0011;80910032;21 DE SEPTIEMBRE B
COCHABAMBA;CLIZA;CENTRAL;CALLE SUCRE Nº 032 ENTRE RIVERO Y ABAROA;80910033;MARYLAND
COCHABAMBA;CAPINOTA/ SICAYA;PHUSA PHUSA;PHUSA PHUSA 7 KM. CAMINO CANTERA APILLAPAMPA;80920022;PHUSA PHUSA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);ABRA KASA;ABRA KASA;80930001;TCNL. GUALBERTO VILLARROEL
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);ARQUE;AVENIDA JUVENAL PEREZ FINAL CARRETERA VILUYO ARQUE;80930002;NATANIEL AGUIRRE
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);BERENGUELA;BERENGUELA;80930003;BERENGUELA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);KALAPAkERI;COMUNIDAD KALAPAQUERI;80930004;23 DE ENERO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);CALLAJCHULLPA;CALLAJ CHULLPA;80930005;JUANA AZURDUY DE PADILLA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);CARAMARCA;CARAMARCA;80930006;GRAL. JUAN JOSE TORREZ
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);CASA GRANDE;CASA GRANDE;80930007;6 DE AGOSTO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);CHALLASIRCA;CHALLASIRCA;80930008;GRAL. RENE BARRIENTOS ORTUÑO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);CHAPAPANI;CAMINO VILUYO - ARQUE;80930009;MCAL. ANDRES DE SANTA CRUZ
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);COLCHA;COLCHA;80930010;SAN PEDRO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);QHOCHIPAMPA;QHOCHIPAMPA;80930011;25 DE MAYO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);LAMA LAMA;LAMA LAMA;80930012;EDUARDO ABAROA
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);MACHAJMARCA;MACHAJMARCA;80930013;ESTEBAN ARZE
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);MILLOJA;COMUNIDAD DE MILLOJA;80930014;MCAL.JOSE ANTONIO DE SUCRE
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);OVEJERIA LARAMA;COMUNIDAD DE OVEJERIA LARAMA;80930015;NAZARIO ANTEZANA VARGAS
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);PARIA GRANDE;PARIA GRANDE;80930016;MCAL. DE AYACUCHO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);QUEÑUATA;QUEÑUATA;80930017;26 DE MAYO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);SIHUAYLLACU;COMUNIDAD SIHUAYLLACU;80930018;SIHUAYLLACU
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);SOPO CHICO;SOPO CHICO;80930019;WALTER TERAN TERRAZAS
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);TANGA TANGA;TANGA TANGA;80930020;JUAN MISAEL SARACHO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);TARACACHI;TARACACHI;80930021;ABELINO SIÑANI
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);TARUJAYÑA;COMUNIDAD TARUJAYÑA;80930022;TUPAC KATARI
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);TORRINI;POTRERA;80930023;27 DE MAYO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);TRANCA;TRANCA;80930024;ELIZARDO PEREZ
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);TUJSUMA;TUJSUMA;80930025;MARCELO QUIROGA SANTA CRUZ
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);VIRTOMA;VIRTOMA;80930026;FRANZ TAMAYO
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);WAYCHA;WAYCHA;80930027;JULIO DARIO DAZZI
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);SOPO GRANDE;SOPO GRANDE;80930028;PROF. MARIO URQUIETA VARGAS
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);VILA KASA;COMUNIDAD DE VILA KASA;80930029;TCNL. GERMAN BUSCH
COCHABAMBA;ARQUE (C. VILLA DE ARQUE);JULLCHUMA;COMUNIDAD DE JUCHUSUMA - BOMBEO;80930030;JULCHUSUMA
